"Word","Translation"
"Upload newsletter images below by clicking the add button. Click image to insert into newsletter. Resize image before upload for best results.","Fotogalerie Newsletter Bilder unten, indem Sie auf die Schaltfläche Hinzufügen. Klicke auf die Grafik, um in Newsletter einzufügen. Resize Bild vor dem Hochladen für die besten Ergebnisse."
"URL","URL"
"Use system default (%s @ %s%%)","Verwenden Sie Standard-System (%s @%s%%)"
"Use this code when testing an installation of your item. This way you dont have to purchase your own item in order to test it.","Use this code when testing an installation of your item. This way you dont have to purchase your own item in order to test it."
"Use this to link a ticket to a product. Set products in Settings > FAQ. This allows you to have different FAQ items for different products. Users are shown the FAQ items before submitting a support ticket.","Verwenden Sie diese, um ein Ticket zu einem Produkt zu verbinden. Set-Produkte unter Einstellungen> FAQ. Dies ermöglicht Ihnen, verschiedene FAQ Artikel für verschiedene Produkte. Benutzer werden die FAQ Artikel, bevor Sie einen Support-Ticket gezeigt."
"Used for invoice PDF. You can overwrite in the Advanced settings of each invoice.","Used for invoice PDF. You can overwrite in the Advanced settings of each invoice."
"User","User"
"User Administration","Benutzerverwaltung"
"User deleted successfully","User deleted successfully"
"User Details","User Nähere"
"User Groups","Nutzer und Gruppen"
"User ID #1 has all permissions. This stops you accidently locking yourself out of the application. Please create a new user to assign permissions to.","User ID #1 has all permissions. This stops you accidently locking yourself out of the application. Please create a new user to assign permissions to."
"User Notes","User Notes"
"User Role","Benutzerrolle"
"User Roles","Benutzerrollen"
"User Security","User Security"
"User Session History","User Session History"
"User: %s","Benutzer:%s"
"Username","Benutzername"
"Users","Nutzer"
"users","users"
"Users Name","Benutzer-Namen"
"Users Name:","Benutzer Name:"
"Value","Wert"
"VC Membership Number","VC Membership Number"
"Verify Password","Verify Password"
"Version Number","Version Number"
"View","Ansicht"
"View All","Alle anzeigen"
"view all","Alle anzeigen"
"View all %d files in this job","View all %d files in this job"
"View all %d files in this quote","View all %d files in this quote"
"View All Contacts","Alle Kontakte"
"View details","View details"
"View Details","View Details"
"View Discussion","Anzeigen Diskussion"
"View Invoice","Rechnung anzeigen"
"View is not ready","View is not ready"
"View Link Clicks","Anzeigen Link klickt"
"View Receipt","Anzeigen Receipt"
"View Statistics","Die Statistik"
"Viewed","Angezeigt"
"Viewed By","Betrachtet By"
"Views","Ansichten"
"Visibility","Sichtbarkeit"
"Waiting %s seconds before next batch of %s emails","Waiting %s seconds before next batch of %s emails"
"Wall Post","Wall Post"
"Warning: a contact from the Customer %s exists with this same email address: %s <br/>This may create problems when trying to login. <br/>We suggest you remove/change THIS user account and use the existing CONTACT account instead.","Warning: a contact from the Customer %s exists with this same email address: %s <br/>This may create problems when trying to login. <br/>We suggest you remove/change THIS user account and use the existing CONTACT account instead."
"We","Mi."
"We found %s other invoices from this customer that can be merged.","Wir fanden%s anderen Rechnungen von diesem Kunden, die zusammengeführt werden können."
"We have detected %s records to import. Please confirm your import data below, once you are happy with the columns please press the process button. If the import format does not look correct, please go back and try again.","We have detected %s records to import. Please confirm your import data below, once you are happy with the columns please press the process button. If the import format does not look correct, please go back and try again."
"We recommend you use roles for permissions. It will make things easier! But if you want to fine tune permissions on a per user basis, you can do so below. This will not affect the role, it will only apply to this user.","We recommend you use roles for permissions. It will make things easier! But if you want to fine tune permissions on a per user basis, you can do so below. This will not affect the role, it will only apply to this user."
"We will reply between %s and %s days","We will reply between %s and %s days"
"Website","Webseite"
"Website Change Request","Website Change Request"
"Website Code","Website-Code"
"Website Count","Website Count"
"Website Design","Website-Design"
"Website Details","Website Details"
"Website Groups","Webseite Gruppen"
"Website Jobs","Website Jobs"
"Website Notes","Notizen zur Webseite"
"Website Quotes","Website Quotes"
"Website saved successfully","Website saved successfully"
"Website: ","Website: "
"Websites","Webseiten"
"websites","websites"
"Websites <span class='label label-info'>1</span> ","Websites <span class='label label-info'>1</span> "
"Websites <span class='label label-info'>2</span> ","Websites <span class='label label-info'>2</span> "
"Websites <span class='label label-info'>3</span> ","Websites <span class='label label-info'>3</span> "
"Websites <span class='label label-info'>7</span> ","Websites <span class='label label-info'>7</span> "
"Websites <span class='menu_label'>1</span> ","Websites <span class='menu_label'>1</span> "
"Websites <span class='menu_label'>2</span> ","Websites <span class='menu_label'>2</span> "
"Websites <span class='menu_label'>3</span> ","Websites <span class='menu_label'>3</span> "
"Websites <span class='menu_label'>7</span> ","Websites <span class='menu_label'>7</span> "
"Wed","Mi."
"Wednesday","Mittwoch"
"Week","Woche"
"Weekly Finance Chart","Weekly Finance Größentabelle"
"Welcome %s","Welcome %s"
"Welcome to %s - Please Login Below","Welcome to %s - Bitte einloggen"
"What","What"
"What Fields Were Changed","What Fields Were Changed"
"What value to restrict bitcoin payments to","What value to restrict bitcoin payments to"
"What value to restrict paypal payments to","What value to restrict paypal payments to"
"What value to restrict stripe payments to","What value to restrict stripe payments to"
"When a user clicks a link in your newsletter it will record who, when and which link they clicked","Wenn ein Benutzer auf einen Link klickt in Ihrem Newsletter wird es erfassen, wer, wann und welche Links sie angeklickt"
"When a user submits a new public ticket, take them to this URL. Leave blank to use default. Use full URL with http://","Wenn ein Benutzer eine neue öffentliche Ticket macht, bringt sie zu diesem URL. Leer lassen, um Standard zu verwenden. Verwenden Sie vollständige URL mit http://"
"When a user submits a reply to the public ticket form, take them to this URL. Leave blank to use default. Use full URL with http://","Wenn ein Benutzer eine Antwort legt der öffentliche Ticket-Form, nehmen sie an dieser URL. Leer lassen, um Standard zu verwenden. Verwenden Sie vollständige URL mit http://"
"When a user subscribes via your website, an email will be sent to them asking them to confirm their registration","When a user subscribes via your website, an email will be sent to them asking them to confirm their registration"
"When this Invoice becomes overdue an email will be automatically sent to the customer. Settings > Invoice for more options.","When this Invoice becomes overdue an email will be automatically sent to the customer. Settings > Invoice for more options."
"When this Invoice is renewed it will be automatically emailed to the customer.","When this Invoice is renewed it will be automatically emailed to the customer."
"When this Job is renewed the tasks will be automatically completed and an invoice will be automatically created and emailed to the customer.","When this Job is renewed the tasks will be automatically completed and an invoice will be automatically created and emailed to the customer."
"When this template is selected, the below default content will appear in the newsletter for editing.","When this template is selected, the below default content will appear in the newsletter for editing."
"Wide Fluid","Wide Fluid"
"Will not send to %s recipients","Will not send to %s recipients"
"Will not send to 1 recipients","Will not send to 1 recipients"
"Will this user have a different hourly rate than what is entered on a Job? e.g. If this user is a contractor and will be paid a different amount to what the customer is charged for the project.","Will this user have a different hourly rate than what is entered on a Job? e.g. If this user is a contractor and will be paid a different amount to what the customer is charged for the project."
"Wk","Wo"
"WordPress","WordPress"
"WordPress Example Automatic Update Code","WordPress Example Automatic Update Code"
"WordPress Item","WordPress Item"
"WordPress Item Version","WordPress Item Version"
"WordPress Item:","WordPress Item:"
"WordPress Item: <strong>Demo Plugin</strong>","WordPress Item: <strong>Demo Plugin</strong>"
"WordPress Items","WordPress Artikel"
"WordPress Versions","WordPress Versions"
"WYSIWYG","WYSIWYG"
"Y/m/d","Y/m/d"
"Yay! No todo list!","Yay! No todo list!"
"Year","Jahr"
"Years","Jahre"
"Yes","Ja"
"Yes, send below message to each ticket in group:","Ja, unten Nachricht zu jedem Ticket in der Gruppe:"
"Yes, send duplicate emails","Yes, send duplicate emails"
"Yes, send email to customer contact %s","Yes, send email to customer contact %s"
"Yes, send email to staff %s","Ja, schicken Sie diese an Mitarbeiter%s"
"Yes, this change has been completed.","Ja, diese Veränderung abgeschlossen."
"You can also click this button to re-install any missing database tables.","Sie können auch auf diese Taste, um neu zu installieren alle fehlenden Datenbank-Tabellen."
"You can email the customer a copy of this job. This can be a progress report or as an initial quote. ","You can email the customer a copy of this job. This can be a progress report or as an initial quote. "
"You can enter a full URL to a file here (eg: http://yoursite.com/file.txt) and that link will become available through this system.","Sie können eine vollständige URL zu einer Datei eingeben (zB: http://yoursite.com/file.txt) und Link wird durch dieses System zur Verfügung."
"You can generate invoices from multiple jobs (eg: a Hosting Setup job and a Web Development job) then you can combine them together here and send them as a single invoice to the customer, rather than sending multiple invoices.","Sie können Rechnungen generieren, von mehreren Arbeitsplätzen (z. B.: a Hosting-Einrichtung Arbeitsplatz und ein Web Development Job) dann Sie sie kombinieren können hier zusammen und senden Sie sie als eine einzige Rechnung an den Kunden, anstatt Senden mehrerer Rechnungen."
"You can limit your customer to a certain number of change requests (eg: if you are charging them a monthly maintenance fee)","Sie können Ihren Kunden auf eine bestimmte Anzahl von Change Requests zu begrenzen (zB: wenn Sie mit dem Laden ihnen eine monatliche Gebühr)"
"You can put the port number in like this:  mail.yourwebsite.com","Man kann die Port-Nummer in wie folgt: mail.yourwebsite.com"
"You can put the port number in like this:  mail.yourwebsite.com:110","You can put the port number in like this:  mail.yourwebsite.com:110"
"You can send this link to the customer and they can view progress on their job. They can also view a list of any invoices attached to this job. This is VERY useful to stop customers asking you ""how far along are you"" with a job because they can see exactly where you have logged up to in the system.","Sie können diesen Link an den Kunden senden, und sie können die Fortschritte bei ihrer Arbeit zu sehen. Sie können auch eine Liste aller Rechnungen an diesem Job. Dies ist sehr nützlich, um Kunden nicht gefragt, ""wie weit bist du"" mit einem Job, weil sie genau sehen können, wo Sie haben im System angemeldet sind."
"You can send this link to the customer and they can view progress on their quote. They can also view a list of any invoices attached to this quote. This is VERY useful to stop customers asking you ""how far along are you"" with a quote because they can see exactly where you have logged up to in the system.","You can send this link to the customer and they can view progress on their quote. They can also view a list of any invoices attached to this quote. This is VERY useful to stop customers asking you ""how far along are you"" with a quote because they can see exactly where you have logged up to in the system."
"You can send this link to your customer and they can preview the invoice, pay for the invoice as well as optionally download the invoice as a PDF","Sie können diesen Link an Ihren Kunden senden und sie können die Rechnung anzuzeigen, zahlen für die Rechnung sowie ggf. laden Sie die Rechnung als PDF"
"You can send this link to your customer so they can edit their details.","Schicken Sie diesen Link zu Ihrem Kunden, so dass sie ihre Daten bearbeiten können."
"You can setup a list of permissions to re-use over and over again under Settings > Roles. This will control what parts of the application this user can access (if any). ","You can setup a list of permissions to re-use over and over again under Settings > Roles. This will control what parts of the application this user can access (if any). "
"You can setup a list of permissions to re-use over and over again under Settings > Roles. This will control what parts of the application this user can access (if any). You can fine tune permissions on a user by user basis after selecting a role.","You can setup a list of permissions to re-use over and over again under Settings > Roles. This will control what parts of the application this user can access (if any). You can fine tune permissions on a user by user basis after selecting a role."
"You can use text or html code","Sie können Text-oder HTML-Code"
"You have been logged out.","You have been logged out."
"You have successfully logged in.","Sie haben sich erfolgreich angemeldet"
"You will be reminded to renew this invoice on this date. You will be given the option to renew this invoice closer to the renewal date (a new button will appear).","Sie werden daran erinnert, diese Rechnung zu diesem Zeitpunkt zu erneuern. Sie haben die Möglichkeit, diese Rechnung näher an der Erneuerung date (ein neuer Button erscheint) zu erneuern gegeben werden."
"You will be reminded to renew this job on this date. You will be given the option to renew this job closer to the renewal date (a new button will appear).","Sie werden daran erinnert, um diesen Job zu diesem Zeitpunkt zu erneuern. Sie haben die Möglichkeit, diese Aufgabe näher an der Erneuerung date (ein neuer Button erscheint) zu erneuern gegeben werden."
"You will have more custom fields here<br/> once you pick your recipients.","Sie haben mehrere benutzerdefinierte Felder hier <br/> einmal holen Sie Ihre Empfänger."
"You will have more fields available<br/> once recipients are chosen.","Sie haben mehr Felder zur Verfügung <br/> einmal Empfänger gewählt werden."
"Your Alerts","Your Alerts"
"Your CSV file (formatted to the above specification):","Ihre CSV-Datei (formatiert der obigen Beschreibung):"
"Your Details","Your Details"
"Your Email","Your Email"
"Your licence code can be found from your CodeCanyon downloads page in the licence file.","Ihre Lizenz Code kann von Ihrer CodeCanyon Download-Seite in der Lizenz-Datei gefunden werden."
"Your license code can be found from your CodeCanyon downloads page. <a href=""%s"">Click here</a> for help.","Your license code can be found from your CodeCanyon downloads page. <a href=""%s"">Click here</a> for help."
"Your Message","Your Message"
"Your Name","Your Name"
"Your Name:","Ihr Name:"
"Your Request:","Ihr Anliegen:"
"zenon","zenon"
